id,address,longitude,latitude
607,"Phường Nguyễn Cư Trinh, Quận 1",106.68627631604726,10.763208677034035
608,"Phường Nguyễn Thái Bình, Quận 1",106.7013054149171,10.768669422544999
609,"Phường Phạm Ngũ Lão, Quận 1",106.69121014985608,10.76815070575623
610,"Phường Tân Định, Quận 1",106.6906341728026,10.792630299166705
701,"Phường An Khánh, Quận 2",106.717600497856,10.780440161055461
702,"Phường An Lợi Đông, Quận 2",106.7264378301408,10.76843978791775
703,"Phường An Phú, Quận 2",106.75754273360448,10.7986898976571
704,"Phường Bình An, Quận 2",106.73037588474135,10.791479507363368
705,"Phường Bình Khánh, Quận 2",106.73719193910914,10.782701244062684
706,"Phường Bình Trưng Đông, Quận 2",106.77860545003983,10.784206532944264
707,"Phường Bình Trưng Tây, Quận 2",106.7576114369865,10.783947952569289
708,"Phường Cát Lái, Quận 2",106.7880976725115,10.769550894951475
709,"Phường Thạnh Mỹ Lợi, Quận 2",106.76394441551355,10.760104214189338
710,"Phường Thảo Điền, Quận 2",106.7332155404509,10.808207974265835
711,"Phường Thủ Thiêm, Quận 2",106.71541886980934,10.771702684141507
801,"Phường 1, Quận 3",106.67726459623778,10.768254011125958
802,"Phường 2, Quận 3",106.68162219612196,10.76754259343649
803,"Phường 3, Quận 3",106.67945160634243,10.77032322311902
804,"Phường 4, Quận 3",106.68287205483541,10.773710365275148
805,"Phường 5, Quận 3",106.68567861296347,10.771702589129507
806,"Phường 6, Quận 3",106.69183805174495,10.780648228081885
807,"Phường 7, Quận 3",106.6857845024569,10.782801035382999
808,"Phường 8, Quận 3",106.68719862939724,10.789186249207239
809,"Phường 9, Quận 3",106.68000299641389,10.78269439094946
810,"Phường 10, Quận 3",106.67653439408468,10.781275559831647
811,"Phường 11, Quận 3",106.6701227598118,10.78628894662792
812,"Phường 12, Quận 3",106.67387607582639,10.788217370679284
813,"Phường 13, Quận 3",106.6782897062379,10.786070860613828
814,"Phường 14, Quận 3",106.67932074394815,10.78891265558258
901,"Phường 1, Quận 4",106.69124340279754,10.754248842643957
902,"Phường 2, Quận 4",106.69525341043617,10.756473314778242
903,"Phường 3, Quận 4",106.69918572964696,10.754535792415954
904,"Phường 4, Quận 4",106.7033336041328,10.75566193691516
905,"Phường 5, Quận 4",106.69723134206978,10.759063578690775
906,"Phường 6, Quận 4",106.69973473548376,10.760924624925671
907,"Phường 8, Quận 4",106.7037715397868,10.759600788381167
908,"Phường 9, Quận 4",106.70210909939034,10.763228221879341
909,"Phường 10, Quận 4",106.70550512182014,10.760609870912393
910,"Phường 12, Quận 4",106.70562611401927,10.766115333109186
911,"Phường 13, Quận 4",106.71008883257929,10.762576909001009
912,"Phường 14, Quận 4",106.70865202410542,10.758280483338911
913,"Phường 15, Quận 4",106.70758158861511,10.754390693960246
914,"Phường 16, Quận 4",106.71233071675685,10.755259584882982
915,"Phường 18, Quận 4",106.71681972175607,10.757519473336016
1001,"Phường 1, Quận 5",106.68237080849926,10.753513885637107
1002,"Phường 2, Quận 5",106.68080457110338,10.75668628252868
1003,"Phường 3, Quận 5",106.67985838617302,10.758806942067038
1004,"Phường 4, Quận 5",106.67916559198888,10.761632355801373
1005,"Phường 5, Quận 5",106.67494033507396,10.751487893683905
1006,"Phường 6, Quận 5",106.6702007692568,10.75099435303679
1007,"Phường 7, Quận 5",106.67189805343274,10.754095899792585
1008,"Phường 8, Quận 5",106.67118553607311,10.755966545268564
1009,"Phường 9, Quận 5",106.67066240844326,10.758562691849681
1010,"Phường 10, Quận 5",106.66296483753752,10.750860702027158
1011,"Phường 11, Quận 5",106.66281048760227,10.753788906609376
1012,"Phường 12, Quận 5",106.6610117953105,10.756685231441997
1013,"Phường 13, Quận 5",106.65661587353073,10.749081834752259
1014,"Phường 14, Quận 5",106.65527319653629,10.752454909131766
1015,"Phường 15, Quận 5",106.6535321057625,10.75523770485069
1101,"Phường 1, Quận 6",106.65128567241356,10.746252230139127
1102,"Phường 2, Quận 6",106.65049482437742,10.750068630633887
1103,"Phường 3, Quận 6",106.6462540519156,10.74278341233459
1104,"Phường 4, Quận 6",106.64538988403118,10.745802409729702
1105,"Phường 5, Quận 6",106.64355444189475,10.748412467566068
1106,"Phường 6, Quận 6",106.64582206830589,10.751898112107654
1107,"Phường 7, Quận 6",106.63852936548427,10.738545544343634
1108,"Phường 8, Quận 6",106.63936773111475,10.742908618952002
1109,"Phường 9, Quận 6",106.640343594604,10.75238757498324
1110,"Phường 10, Quận 6",106.62814425212353,10.737298068305984
1111,"Phường 11, Quận 6",106.63233118654696,10.745041626896501
1112,"Phường 12, Quận 6",106.63302687314989,10.74988148831757
1113,"Phường 13, Quận 6",106.62783858923218,10.753031327116611
1114,"Phường 14, Quận 6",106.6311854810028,10.757706563763707
1201,"Phường Bình Thuận, Quận 7",106.72323755134259,10.74253131880522
1202,"Phường Phú Mỹ, Quận 7",106.73691627131849,10.707860553007
1203,"Phường Phú Thuận, Quận 7",106.74688349467992,10.730752358890882
1204,"Phường Tân Hưng, Quận 7",106.69816440778784,10.745403058279365
1205,"Phường Tân Kiểng, Quận 7",106.7106421196651,10.748812567030727
1206,"Phường Tân Phong, Quận 7",106.70559252082151,10.72965036421558
1207,"Phường Tân Phú, Quận 7",106.72540206485247,10.727060791576843
1208,"Phường Tân Quy, Quận 7",106.7100047220846,10.742116011180581
1209,"Phường Tân Thuận Đông, Quận 7",106.73884883124578,10.758416045456256
1210,"Phường Tân Thuận Tây, Quận 7",106.72222333972972,10.750840779940505
1301,"Phường 1, Quận 8",106.68994702320329,10.745613178697246
1302,"Phường 2, Quận 8",106.68633988578911,10.746407354069028
1303,"Phường 3, Quận 8",106.68249535992238,10.744846761348976
1304,"Phường 4, Quận 8",106.67601496190383,10.740759658142258
1305,"Phường 5, Quận 8",106.66308809086644,10.738065870662167
1306,"Phường 6, Quận 8",106.64915738194436,10.733959290057483
1307,"Phường 7, Quận 8",106.62084090004733,10.706684395082437
1308,"Phường 8, Quận 8",106.67931715319246,10.74981083387832
1309,"Phường 9, Quận 8",106.67089881719386,10.74646220023417
1310,"Phường 10, Quận 8",106.66511126816326,10.746014319988532
1311,"Phường 11, Quận 8",106.6635968424396,10.747935305830453
1312,"Phường 12, Quận 8",106.65693064575399,10.743225040589202
1313,"Phường 13, Quận 8",106.6556940209059,10.745302481439893
1314,"Phường 14, Quận 8",106.64744318895859,10.739198365803578
1315,"Phường 15, Quận 8",106.63379661637072,10.725829430143298
1316,"Phường 16, Quận 8",106.62036360189187,10.719160007951494
1401,"Phường Hiệp Phú, Quận 9",106.77988923393178,10.847645972254293
1402,"Phường Long Bình, Quận 9",106.83673217208596,10.867491806471369
1403,"Phường Long Phước, Quận 9",106.85808201317035,10.804880173163491
1404,"Phường Long Thạnh Mỹ, Quận 9",106.82101820521218,10.84534449894007
1405,"Phường Long Trường, Quận 9",106.82361026096883,10.793585133762397
1406,"Phường Phú Hữu, Quận 9",106.8004688640458,10.792654592034301
1407,"Phường Phước Bình, Quận 9",106.77165146661162,10.813251942849753
1408,"Phường Phước Long A, Quận 9",106.76442422394004,10.821327294224492
1409,"Phường Phước Long B, Quận 9",106.77985102624912,10.817370430542706
1410,"Phường Tân Phú, Quận 9",106.80395714062377,10.859220079187766
1411,"Phường Tăng Nhơn Phú A, Quận 9",106.79488926710228,10.843011672190668
1412,"Phường Tăng Nhơn Phú B, Quận 9",106.78877803872338,10.829154451833741
1413,"Phường Trường Thạnh, Quận 9",106.82996246956843,10.811868943566445
1501,"Phường 1, Quận 10",106.6774454628707,10.765130852949948
1502,"Phường 2, Quận 10",106.67420642245828,10.763736498034405
1503,"Phường 3, Quận 10",106.67145750697513,10.76176984477655
1504,"Phường 4, Quận 10",106.66947532274614,10.763515472453083
1505,"Phường 5, Quận 10",106.66679865089748,10.761483460707007
1506,"Phường 6, Quận 10",106.66351883554213,10.762149412762382
1507,"Phường 7, Quận 10",106.66144861108907,10.761551152467442
1508,"Phường 8, Quận 10",106.66602588514694,10.765156738071306
1509,"Phường 9, Quận 10",106.6706656084053,10.766556155968827
1510,"Phường 10, Quận 10",106.67249765404556,10.769111857118732
1511,"Phường 11, Quận 10",106.67838060870744,10.77339092334888
1512,"Phường 12, Quận 10",106.67224206296743,10.774532344751641
1513,"Phường 13, Quận 10",106.67044653092876,10.779087002581674
1514,"Phường 14, Quận 10",106.6611843155108,10.772447973704272
1515,"Phường 15, Quận 10",106.66531597373978,10.78185077152182
1601,"Phường 1, Quận 11",106.63919124064887,10.756766661583093
1602,"Phường 2, Quận 11",106.64430228609432,10.756847306803394
1603,"Phường 3, Quận 11",106.63853153922209,10.763429437807423
1604,"Phường 4, Quận 11",106.65522111409166,10.75804092686834
1605,"Phường 5, Quận 11",106.64387883080215,10.770716321724773
1606,"Phường 6, Quận 11",106.65520769553032,10.75998398117452
1607,"Phường 7, Quận 11",106.65951017292129,10.760892079305297
1608,"Phường 8, Quận 11",106.64851803403847,10.761071756762835
1609,"Phường 9, Quận 11",106.6454640104484,10.761638068613879
1610,"Phường 10, Quận 11",106.64343197573046,10.762710230169123
1611,"Phường 11, Quận 11",106.65046748973599,10.766018682781699
1612,"Phường 12, Quận 11",106.65301455694402,10.761268255974928
1613,"Phường 13, Quận 11",106.65366642617298,10.764068805379774
1614,"Phường 14, Quận 11",106.64840301543745,10.76895756090787
1615,"Phường 15, Quận 11",106.65592045378219,10.769749539284195
1616,"Phường 16, Quận 11",106.64822945311965,10.755631620423468
1701,"Phường An Phú Đông, Quận 12",106.69823437362096,10.854107428549504
1702,"Phường Đông Hưng Thuận, Quận 12",106.63183437096282,10.843758709664142
1703,"Phường Hiệp Thành, Quận 12",106.63902807293108,10.88073003827671
1704,"Phường Tân Chánh Hiệp, Quận 12",106.6263036068298,10.864209779924815
1705,"Phường Tân Hưng Thuận, Quận 12",106.6229298915531,10.838804543282649
1706,"Phường Tân Thới Hiệp, Quận 12",106.64112850297091,10.861905891722843
1707,"Phường Tân Thới Nhất, Quận 12",106.615263051258,10.82898386916467
1708,"Phường Thạnh Lộc, Quận 12",106.6853169935893,10.875168283447636
1709,"Phường Thạnh Xuân, Quận 12",106.67198561146262,10.881445711112175
1710,"Phường Thới An, Quận 12",106.65519921146483,10.874860957991608
1711,"Phường Trung Mỹ Tây, Quận 12",106.6163950108596,10.853765640873462
1801,"Phường An Lạc, Quận Bình Tân",106.61226734501362,10.72487881290367
1802,"Phường An Lạc A, Quận Bình Tân",106.61786220876802,10.744726210330048
1803,"Phường Bình Hưng Hòa, Quận Bình Tân",106.60454655931709,10.80571361527879
1804,"Phường Bình Hưng Hòa A, Quận Bình Tân",106.60802578924716,10.783758842408314
1805,"Phường Bình Hưng Hòa B, Quận Bình Tân",106.59211803321723,10.805314882110638
1806,"Phường Bình Trị Đông, Quận Bình Tân",106.61648396908238,10.765998412588552
1807,"Phường Bình Trị Đông A, Quận Bình Tân",106.5971456827116,10.769442154866702
1808,"Phường Bình Trị Đông B, Quận Bình Tân",106.60923680392095,10.745154440268083
1809,"Phường Tân Tạo, Quận Bình Tân",106.58964886902604,10.758868878589412
1810,"Phường Tân Tạo A, Quận Bình Tân",106.58118662190734,10.742167000056595
1901,"Phường 1, Quận Bình Thạnh",106.69756611345335,10.798434992307977
1902,"Phường 2, Quận Bình Thạnh",106.70124204714826,10.800416691706046
1903,"Phường 3, Quận Bình Thạnh",106.69411873025646,10.798776421935777
1904,"Phường 5, Quận Bình Thạnh",106.68754480735446,10.811828724442845
1905,"Phường 6, Quận Bình Thạnh",106.68781586642574,10.806362611120134
1906,"Phường 7, Quận Bình Thạnh",106.69227017784962,10.80709262080123
1907,"Phường 11, Quận Bình Thạnh",106.69426196137535,10.816142740442999
1908,"Phường 12, Quận Bình Thạnh",106.7005758913478,10.812303016516212
1909,"Phường 13, Quận Bình Thạnh",106.7034661205882,10.827303793314334
1910,"Phường 14, Quận Bình Thạnh",106.69714479405053,10.805523592027678
1911,"Phường 15, Quận Bình Thạnh",106.7040763047422,10.799028909950387
1912,"Phường 17, Quận Bình Thạnh",106.70675853326557,10.796314864549304
1913,"Phường 19, Quận Bình Thạnh",106.7101302646396,10.79066987060509
1914,"Phường 21, Quận Bình Thạnh",106.71253850033285,10.797186449120774
1915,"Phường 22, Quận Bình Thạnh",106.71944148277596,10.792886084382564
1916,"Phường 24, Quận Bình Thạnh",106.7052867519086,10.805447373953466
1917,"Phường 25, Quận Bình Thạnh",106.71846721983222,10.805006353065922
1918,"Phường 26, Quận Bình Thạnh",106.7103601356082,10.814591132501688
1919,"Phường 27, Quận Bình Thạnh",106.72008649834865,10.816431383245261
1920,"Phường 28, Quận Bình Thạnh",106.74115527402374,10.821900089140996
2001,"Phường 1, Quận Gò Vấp",106.68832826461633,10.817064217404157
2002,"Phường 3, Quận Gò Vấp",106.67894219896358,10.818114965251699
2003,"Phường 4, Quận Gò Vấp",106.68531933449873,10.821282221671929
2004,"Phường 5, Quận Gò Vấp",106.69228215322981,10.8285364020836
2005,"Phường 6, Quận Gò Vấp",106.68307946470618,10.842787204225115
2006,"Phường 7, Quận Gò Vấp",106.68394582531992,10.828671772384192
2007,"Phường 8, Quận Gò Vấp",106.65037484732771,10.840545071623922
2008,"Phường 9, Quận Gò Vấp",106.65217129083352,10.846469330966245
2009,"Phường 10, Quận Gò Vấp",106.67104452069853,10.832598596291009
2010,"Phường 11, Quận Gò Vấp",106.66106675094454,10.839593948068902
2011,"Phường 12, Quận Gò Vấp",106.6407288620531,10.836035017061475
2012,"Phường 13, Quận Gò Vấp",106.6583333182517,10.855226041541867
2013,"Phường 14, Quận Gò Vấp",106.64355387193362,10.847923231261728
2014,"Phường 15, Quận Gò Vấp",106.67104763196872,10.852586249645732
2015,"Phường 16, Quận Gò Vấp",106.66520216899947,10.845701356077642
2016,"Phường 17, Quận Gò Vấp",106.67664416275773,10.840228425101328
2101,"Phường 1, Quận Phú Nhuận",106.68262154744991,10.798680480136282
2102,"Phường 2, Quận Phú Nhuận",106.68657136954323,10.797295492187526
2103,"Phường 3, Quận Phú Nhuận",106.68146690161272,10.80229069468951
2104,"Phường 4, Quận Phú Nhuận",106.68006473462127,10.807407279414543
2105,"Phường 5, Quận Phú Nhuận",106.68375574591607,10.806640089797035
2106,"Phường 7, Quận Phú Nhuận",106.68866847383684,10.800942268705333
2107,"Phường 8, Quận Phú Nhuận",106.67435699745731,10.797921947696945
2108,"Phường 9, Quận Phú Nhuận",106.67418830667779,10.805366832809796
2109,"Phường 10, Quận Phú Nhuận",106.67106601647933,10.795459082873966
2110,"Phường 11, Quận Phú Nhuận",106.67467576547561,10.793046570035688
2111,"Phường 12, Quận Phú Nhuận",106.67843681636649,10.792246409410868
2112,"Phường 13, Quận Phú Nhuận",106.67069170680807,10.79001114847517
2113,"Phường 14, Quận Phú Nhuận",106.66838703766787,10.79154506242188
2114,"Phường 15, Quận Phú Nhuận",106.67947421988586,10.796341811002147
2115,"Phường 17, Quận Phú Nhuận",106.68271505682523,10.793458227520489
2201,"Phường 1, Quận Tân Bình",106.66662726453717,10.79624449648768
2202,"Phường 2, Quận Tân Bình",106.66644901369264,10.809307970151579
2203,"Phường 3, Quận Tân Bình",106.66247618223493,10.793553174247446
2204,"Phường 4, Quận Tân Bình",106.65805416965077,10.804422631347295
2205,"Phường 5, Quận Tân Bình",106.66214944823787,10.790183014754456
2206,"Phường 6, Quận Tân Bình",106.65888732773358,10.783923180862477
2207,"Phường 7, Quận Tân Bình",106.65595167088,10.788549052474307
2208,"Phường 8, Quận Tân Bình",106.65242722430581,10.783279245146408
2209,"Phường 9, Quận Tân Bình",106.65179042477921,10.77548060894162
2210,"Phường 10, Quận Tân Bình",106.64670679901977,10.782320796808582
2211,"Phường 11, Quận Tân Bình",106.64844501898462,10.789498224167692
2212,"Phường 12, Quận Tân Bình",106.64992956995586,10.800479518184622
2213,"Phường 13, Quận Tân Bình",106.64292758596848,10.80403244149134
2214,"Phường 14, Quận Tân Bình",106.64136345790325,10.79461347974943
2215,"Phường 15, Quận Tân Bình",106.64976014289918,10.82236273200178
2301,"Phường Hiệp Tân, Quận Tân Phú",106.62756373815971,10.771860646440128
2302,"Phường Hòa Thạnh, Quận Tân Phú",106.6369307647475,10.778683056100643
2303,"Phường Phú Thạnh, Quận Tân Phú",106.62642620814051,10.77963652858466
2304,"Phường Phú Thọ Hòa, Quận Tân Phú",106.62804561769954,10.785371880251697
2305,"Phường Phú Trung, Quận Tân Phú",106.64112216653918,10.776131923298855
2306,"Phường Sơn Kỳ, Quận Tân Phú",106.61723346805009,10.804654007402355
2307,"Phường Tân Quý, Quận Tân Phú",106.62193848873684,10.794146328214307
2308,"Phường Tân Sơn Nhì, Quận Tân Phú",106.63183387741618,10.799023190722336
2309,"Phường Tân Thành, Quận Tân Phú",106.63462931177439,10.790827366654911
2310,"Phường Tân Thới Hòa, Quận Tân Phú",106.63035861383207,10.763990750592498
2311,"Phường Tây Thạnh, Quận Tân Phú",106.62344738188348,10.813424992699053
2401,"Phường Bình Chiểu, Quận Thủ Đức",106.7288696007368,10.881542254414065
2402,"Phường Bình Thọ, Quận Thủ Đức",106.7662925828225,10.846085773722034
2403,"Phường Hiệp Bình Chánh, Quận Thủ Đức",106.7256959368016,10.835315119447573
2404,"Phường Hiệp Bình Phước, Quận Thủ Đức",106.7159685310525,10.85071003783874
2405,"Phường Linh Chiểu, Quận Thủ Đức",106.76350072996826,10.853803636971504
2406,"Phường Linh Đông, Quận Thủ Đức",106.74580883640654,10.84732509190893
2407,"Phường Linh Tây, Quận Thủ Đức",106.75600077602485,10.860820723527365
2408,"Phường Linh Trung, Quận Thủ Đức",106.78077495773186,10.864161210698343
2409,"Phường Linh Xuân, Quận Thủ Đức",106.77158882304518,10.879885597834187
2410,"Phường Tam Bình, Quận Thủ Đức",106.73474499959977,10.867836288606139
2411,"Phường Tam Phú, Quận Thủ Đức",106.74063047487738,10.858724790504297
2412,"Phường Trường Thọ, Quận Thủ Đức",106.7562908364007,10.833682515350413
1,Huyện Bình Chánh,106.57576799708141,10.733569699070694
4,Huyện Hóc Môn,106.58986496875525,10.885601729091865
5,Huyện Nhà Bè,106.73042592855393,10.653969269953723
6,Quận 1,106.69716447373834,10.776158020293119
7,Quận 2,106.75597271883423,10.779374636384418
8,Quận 3,106.6828186734999,10.78146938502178
9,Quận 4,106.70550377674628,10.758458872415249
10,Quận 5,106.66945629732362,10.754949333338184
11,Quận 6,106.63525497884274,10.745816116709985
12,Quận 7,106.72953772324261,10.736260524396943
13,Quận 8,106.64177866295536,10.725543547636434
14,Quận 9,106.82238862653992,10.823422042136075
15,Quận 10,106.66822424949413,10.772371526058176
16,Quận 11,106.64770250827785,10.764125375217619
17,Quận 12,106.65691907518253,10.864535949467749
18,Quận Bình Tân,106.59758988741766,10.764565896954053
19,Quận Bình Thạnh,106.71610521096989,10.81195984249024
20,Quận Gò Vấp,106.66740093727557,10.838251082645453
21,Quận Phú Nhuận,106.67817552182647,10.800365158828141
22,Quận Tân Bình,106.65236889070515,10.808828589477523
23,Quận Tân Phú,106.62689197829171,10.79266163515165
24,Quận Thủ Đức,106.74506617946268,10.855776449413314
